Refractive Indices,Thicknesses
"1.543876584220408,1.657808276288228,1.6335417130559202,1.1526800290088344","241.69963454307052,189.54518274559243,449.8018501695647,139.8473483698112"
"2.3191682910173625,2.055361839344681,2.1866639340103498,1.8012303332520903","451.0890123284162,473.41401872562466,225.9903591765334,386.5580477573845"
"1.2197826979466788,2.4088642154330975,1.7720930064948437,2.471671567980735","323.02343525843145,164.3253578513228,114.34739953610725,250.49431055658738"
"2.067971207093652,1.3030233437119074,1.761110258838544,1.8855017794039262","489.26473950717514,240.02644234542623,106.82268293518003,307.8989841660059"
"2.1484137589926116,1.3050641966733034,2.4180538139838594,2.352621136857044","286.164245728579,454.09224133070853,447.49469328431496,219.54599974217044"
"1.3409977674054094,1.7555458070411478,2.0070846089762036,1.8548452526190762","294.94397694104316,462.1021325550712,128.66080432406778,359.32600284366674"
"1.1855558529460983,2.3750282648476877,1.6644087148143214,1.993618476831427","419.62950227489586,452.8787012113482,320.53619991872563,496.89582526513476"
"1.6991916263251643,2.029112275574917,1.8957240460224822,2.21760581206639","152.5693606992479,440.78126561889815,391.1600707335179,182.96461845573106"
"1.7968312158092292,2.2476826938690584,2.307347692502951,1.8316949914886058","206.44249209614065,202.8419670062557,241.17495571075978,270.7200839506587"
"1.3543628353794643,1.7835165593525653,2.3400264625294236,1.9529537305926585","235.19024065116443,253.07727595696417,452.2224658537184,190.10485696925986"
"2.2153946866231857,1.9189425480538826,2.3436251913678463,2.412543894113026","326.4437836296197,101.88983326724066,134.28011489953664,414.4545426173195"
"2.40981631418696,2.422705930431394,1.9695864956754763,2.0960424337499397","203.8054648933433,462.9434428770134,209.6821514748275,192.1378335302924"
"1.6710498786005026,1.0266665448582009,1.9671149676365807,2.120889511598886","350.8985109865939,205.18673510829646,464.5754345035233,212.2076204786772"
"1.7260575254225232,1.0102123971179142,1.1903595569063363,1.9388276463653036","349.673789974108,241.86221640375658,397.86244825405686,154.36405867578742"
"1.6863898162620496,1.1468335739227158,2.074373741172728,1.444590288067711","446.0235365028592,245.2912977462292,321.12658504603627,135.11665560057864"
"2.4770101626369554,1.656830037133918,1.8615259077959176,1.4933368068168655","149.75276245101492,299.8438226292687,139.53323004734548,272.8036097731036"
"1.7048876345913944,2.397308933288412,1.0522246821649137,1.9363116038095456","177.91602992474802,304.6228685596815,342.95510677437346,354.64278350614575"
"2.4864294657029133,1.9272451180128405,1.5235648014413303,2.1244079725205975","106.89702671312932,215.40812290916884,349.3755232314115,140.0791329152533"
"2.1501872136091866,1.8271316997245775,1.9165311124502549,1.7887274556652282","200.335190420572,175.8760948651605,215.2208536223961,195.38927515071154"
"1.6274119233077529,1.8291749357613705,2.403821232264409,2.010596415585685","415.47792260200123,499.8943021641122,426.99968696487457,241.46019428779485"
"1.0592191170598393,1.5646181546095956,1.8776282112583758,2.0919974322092436","132.52126655917385,403.2097638267752,426.2223894265772,104.78852821383877"
"1.6020510065552402,1.499172390551642,1.2243491530041872,1.200513799001535","236.7923826243335,378.1954042948613,264.17256278982154,420.33787819361106"
"1.5423394695238548,2.349879866850812,2.208931135109557,1.3215715596553785","489.7666249755955,197.74102609088598,248.05951907293985,496.46492651896074"
"1.2012972046003116,1.2048031239696424,2.1623719043389547,2.000132766285108","472.8406086895799,235.94424008557846,374.46580056338206,357.03910774185505"
"1.1029541675291112,2.21394322936126,1.4455594005272387,1.184755769785021","476.67406029170786,476.80862075699537,456.6543562940943,301.83264147952127"
"1.1554090873234284,1.216530876834106,2.218050933610942,2.396501541072077","183.99601680982877,423.3630313981179,180.4781746861275,146.36975290063617"
"1.2171055470027596,1.418574108949843,1.089508026590288,1.7909713469734136","366.6915164274511,310.49327343239156,264.46499168731475,236.76239827242065"
"1.986761936011243,2.2977678969950674,1.3072961080505463,2.495676031333872","132.734161476654,204.1338470457394,170.07382677829543,343.82779754362014"
"2.214093324980867,2.3664702268573796,2.2201550844984483,1.5627388570003211","217.65804061015433,312.0509225758864,446.13004505616465,120.89682208182948"
"1.5260311355123632,1.7320966172594687,1.5706944999649124,1.9040841983410055","498.5748418275322,306.54996871843883,273.5174309470657,261.98643369085056"
"2.4493513338139836,2.122353306448259,2.1118251099149674,2.1432182886725695","365.57043798602376,424.11817734737343,425.2374676929001,327.27290547101677"
"1.4650228576936275,2.3636372916031974,2.0506323138690945,2.000819044825988","317.5321717219145,402.9441195502375,429.29527501575444,269.8127210857385"
"1.3658014412635966,1.6294632485530571,1.3875923410242406,1.344214550611045","471.87162037693673,208.53158775397816,321.1854888552819,290.80719386792634"
"1.7967487076081143,1.9874077251670939,1.8972127238346417,1.4567032111035432","189.7223745115125,155.91792759603922,488.11324190709763,457.4285495611929"
"1.113599826543361,1.4552450388150042,1.1642059313874633,2.183662346722304","405.9893499331874,151.09288932719738,415.99612935172263,173.03103798102126"
"1.9764175391317673,1.0933593788246445,2.138283558446248,1.9013651446327233","292.45409663913614,220.3037901878607,292.4909853909487,127.74821886301595"
"1.3867785666935815,2.4822449131780955,2.4136020974626113,2.3583614487018743","159.05411985839703,247.85360610436612,311.0820548320009,363.6654935489505"
"1.6043185305365564,1.8178749892646353,1.7209683546507766,1.2620884696129184","492.08905964916573,190.36343810426814,454.13927361469473,354.73847395801386"
"1.1041445707108122,2.220626873750367,2.165720966299968,1.5267587031809116","300.01374059757336,236.3614766657085,339.0748088555614,179.89605371848222"
"1.3457136382986046,1.4211490864631235,1.8555389449005066,1.285836070031544","127.20669749209267,355.46301856278296,235.9664050278967,157.72709654923568"
"1.1259133853630634,1.1449723496652044,2.283210172133578,1.20750567655024","318.73598333208713,344.38622815693634,303.18625047466764,253.2199239636589"
"1.2113144139666498,1.3051434869771765,1.2162738902320713,1.04210886101087","114.85403333835853,162.2650627709854,297.8516656677931,460.5308033263991"
"1.2465068230575023,1.935914507466607,1.4072811045139308,1.3385771555942574","264.29863710947393,246.77606649104678,387.26884940609716,400.80524555202487"
"1.2734214117232108,2.4889052257039834,1.0143980206163157,1.4819655497783446","408.6297503113017,304.8827060185549,366.240732259607,382.68541714230304"
"2.2039689613003652,1.2199527791163096,2.246123890320541,2.2390226126228425","459.87225222348565,454.0415559140647,294.0111835849658,163.09334777245317"
"2.4723915506045255,2.307377852666148,1.0484646810384124,2.254723403376721","161.9077769400933,365.0492177391057,123.60429974937514,123.78575492596799"
"1.3908969800754327,2.1105487772566023,1.1904121902655618,1.9390912473664097","217.52491375555388,288.50984649626946,273.0765324528842,373.1790658529197"
"1.3494398890651154,1.0724427891512627,2.0673033837105166,1.483329240098943","439.2271381954428,133.20883946784886,475.8896586644025,240.25268450593154"
"2.3699699110731625,2.085458215828872,1.5180485807117865,1.0336860452334347","118.0966843808993,166.9792013075338,492.3934979293316,333.2898065695499"
"1.6952283656193443,1.5582324228538984,2.297462856568232,2.4293481421571057","154.41861835899698,345.9284235761581,138.58920817865138,233.87601437536892"
"2.416030608539625,1.4973582335648887,2.248294998976962,2.3302077138236426","413.3221553679621,446.3146262048128,162.0014244160587,494.94345886603355"
"1.1025609978737243,1.9574582609591196,1.5838079550880901,1.5823161784762338","417.7855030578333,182.44211706463875,498.86297547760773,454.67995765495823"
"1.9011751682478597,1.8970632375699292,1.16955860721687,1.4056872251734913","321.9807188025694,361.5674559508909,485.94846345566094,151.75325752634808"
"1.5767217615467688,1.1671702430564252,2.461853640754024,1.3028002954836935","158.47677517912115,296.9701952005279,321.1967487715806,343.2805429495869"
"2.0350779509325596,1.7910599934558111,1.7221333179746652,1.7861958674626268","256.2979981069913,318.20816508201176,468.07018364441046,254.58505306748873"
"1.4857797958346743,1.0159777557746663,2.395219721585091,2.4437518269390797","333.8405543196984,207.16255329124562,261.57447762079596,492.60271976213323"
"1.2385836355108628,1.8157297350009096,1.9327136471985895,1.9849177924646768","292.3935370927319,412.6514861516496,253.82491709290198,123.60930575220425"
"2.205608401678795,1.4862691378594202,1.1779752280417082,2.39510437775174","290.1594431451813,250.1478504427746,423.4863778801707,275.35525399646565"
"1.1320353255250823,2.0868263651507273,1.6063557289001782,2.4860975420142504","461.36507372123003,376.6134834024958,380.4900552922528,224.59393191345345"
"1.5360614497609728,2.2621542008705475,2.028685890466562,2.1280776675477546","178.6106889019618,115.23931073116213,180.864496089031,316.5926360667585"
"2.0411632004535942,2.169976228536136,1.7900109047304453,2.2569771335878683","387.65688535828974,442.35732182253156,108.14907102890459,442.36383844212367"
"1.1319176144378322,2.358133017613275,2.0731461816238586,1.7785323626419016","212.13632715607542,271.05283708426543,182.26478494461276,275.5784245959589"
"1.3825127604376688,1.1410402144923526,1.003196926239129,2.297474510322841","492.3015773286779,440.2274234244768,315.9678974350546,354.22996530297166"
"2.0725902782794217,1.8614501915796022,2.371128212324975,2.030841293530556","297.6412095435853,245.34589080207124,280.3279127931154,436.169163931491"
"1.40163240990309,1.3582570037047446,2.4752506387032143,2.4112268679151043","463.513201201891,429.1780625122113,165.7294616879498,402.4110167020982"
"2.3384205004316425,1.1588365675510173,2.293804213423808,2.071990913498108","498.22799359943247,317.2074587534728,344.08940820196926,115.58021546215768"
"1.4034816268947419,1.0011726585919618,1.5038730006208731,2.047262084546847","267.9743055722217,417.38442590299434,392.7610491761919,285.7132400842916"
"1.3865522873290357,1.3128932705409804,1.5491849218658653,1.605763694170483","377.0469958728876,404.8852130523032,363.8491718510432,111.9785751731074"
"2.184106071135903,1.7032038641466143,1.3384205047920386,1.995057217399687","234.60270289611503,311.96187965432796,129.29977470352085,476.1709704014471"
"1.7217036534686565,2.175003181513541,1.3748553888127366,1.774990528230413","428.1940058505143,270.584724623591,117.34442514187218,141.28999622501607"
"1.4100390607770539,1.2897693153686023,1.698120635015376,1.193412617186059","401.47728654551787,469.6739982322572,413.2766250189906,123.80409942790837"
"1.132833083013272,1.0775297450616872,1.734015475197319,1.408671211547328","167.89413998105226,184.56908883036434,422.1090722675065,300.0400026158676"
"1.878595271505798,2.4659957110330772,2.298539319386154,2.3504393548903084","176.67466289631344,212.81958230222432,265.4831603758719,287.6930431750708"
"1.8897563927034258,2.052505909500043,2.4584293775154857,1.9108019024057705","184.69973895500655,411.57186869635893,352.3976922684757,429.06139452766655"
"1.041402334136745,1.984895046195983,2.329575318499466,1.239853156883273","356.4863497527795,124.82028844860315,117.57158651412055,471.4293983898999"
"1.0562541328583652,1.107468555372256,2.3850342104207636,1.6412819371344365","210.86395524446345,226.3864550984383,250.67543118507086,172.3435775758607"
"2.357218730086233,1.7665541390585835,2.4817962081345577,2.1849245728017523","216.37794600436146,147.4599075708224,377.4297436878041,239.74184611644756"
"1.5438772955640379,2.472557716128224,1.6188354328397827,1.4435712182934202","188.30455890878656,428.1072810406079,162.00423832270005,380.05595246073733"
"2.3528171434271203,1.7232216079704041,1.937333393817627,1.6369373589250802","311.3073473150656,160.96064969274835,363.8230631038708,184.5740175912186"
"1.2287733559665912,2.299881655929343,2.4367380517701873,2.15279227787763","284.3338112815291,216.32958202303834,385.9269439975491,297.00188347331584"
"1.384201142999976,2.064671240651236,1.2614672264827789,1.973174891218575","138.73280868369523,386.3396388698499,266.5883729802408,482.56851285663174"
"2.267407667759162,1.2538283756569963,1.0102267441679824,1.103851798339171","292.8111734324146,328.39936062150593,486.3701499859647,370.68049010619916"
"1.4356220079621533,1.711253708950885,1.5378786075830857,2.055830767728425","234.27766511409587,477.387641025799,488.0413482450581,175.32082619472874"
"1.333408402049146,1.4167021660484242,1.09142326201796,1.939452411121644","397.41704241194634,435.01829211323957,129.8561967001219,273.9931328983535"
"1.909321092472799,1.0587854191355883,1.3747613266389909,2.380988483982139","135.28332341083734,377.7241145935387,440.8995888152005,286.92537940935495"
"1.600353284449064,1.4264600499896312,1.921176808210196,1.0577929158254806","107.57922713129359,289.8478609854669,248.25919781158805,342.91110937746964"
"2.20268953131538,2.010215343624928,2.388083510771214,2.481510762373581","332.27298327850633,291.0890726675659,499.7176166281543,246.1739045707533"
"2.195891683911261,1.9215142901821458,1.0624491660788167,1.2568003377097308","482.60415924442606,429.588185834843,236.67284170779573,499.3314870448839"
"1.3716656164511694,1.5073995905607598,1.9302709849174433,1.0587495851810742","300.0238880197776,420.16943215620375,254.1446749460501,324.0362430212686"
"1.5983849518963937,1.6150914295270193,1.714310517696185,2.065237242626679","416.4604006324443,373.7785480859921,297.3939731623774,476.3363046235288"
